indicador_votacao_secreta,descricao_votacao,descricao_resultado,codigo_sessao,sigla_casa_sessao,codigo_sessao_legislativa,sigla_tipo_sessao,numero_sessao,data_sessao,hora_inicio_sessao,codigo_tramitacao,numero_autuacao,data_tramitacao,numero_ordem_tramitacao,texto_tramitacao,indicador_recebimento,data_recebimento,origem_tramitacao_local_codigo_local,origem_tramitacao_local_tipo_local,origem_tramitacao_local_sigla_casa_local,origem_tramitacao_local_sigla_local,destino_tramitacao_local_codigo_local,destino_tramitacao_local_tipo_local,destino_tramitacao_local_sigla_casa_local,destino_tramitacao_local_sigla_local,situacao_codigo_situacao,situacao_descricao_situacao,descricao_voto,codigo_parlamentar,nome_parlamentar,sexo_parlamentar,sigla_partido_parlamentar,uf_parlamentar,codigo_materia,sigla_casa_identificacao_materia,nome_casa_identificacao_materia,sigla_subtipo_materia,descricao_subtipo_materia,numero_materia,ano_materia,indicador_tramitando
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,Sim,3372,Valdir Raupp,Masculino,MDB,RO,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,Sim,825,Paulo Paim,Masculino,PT,RS,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,P-NRV,5164,Ataídes Oliveira,Masculino,PSDB,TO,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,Sim,5108,Cidinho Santos,Masculino,PR,MT,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,AP ,5537,Dário Berger,Masculino,MDB,SC,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,Sim,3830,Davi Alcolumbre,Masculino,DEM,AP,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,Sim,5531,Elmano Férrer,Masculino,MDB,PI,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,Sim,3713,Fátima Bezerra,Feminino,PT,RN,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,MIS,5540,Fernando Bezerra Coelho,Masculino,MDB,PE,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
Não,"Votação da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 212, de 2017 (Complementar).",Não Informado,52364,SF,854,DOR,159,2017-10-24,14:00:00,2405051,1,2017-10-24,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.
      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***
      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e
      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.
      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento. 
      Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.
      Discussão encerrada.
      Encaminhados à publicação os seguintes requerimentos:
      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;
      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e
      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN. 
      Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.
      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)
      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",S,2017-10-25,1998,C,SF,PLEN,1998,C,SF,PLEN,NA,NA,Sim,4558,Gladson Cameli,Masculino,PP,AC,129808,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00212,2017,Não
